PPAT-contact info	http://modernmuse.audioacrobat.com/download/a0ecd718-fc66-d33d-8767-25537895d942.mp3
PPAT-results	http://modernmuse.audioacrobat.com/download/76e69258-31a9-f6e3-d725-f4bc101b90b1.mp3
PPAT-Q 1	http://modernmuse.audioacrobat.com/download/118e2031-f0a0-65b0-f129-b06ee6436aea.mp3
PPAT-Q 2	http://modernmuse.audioacrobat.com/download/b34e9fc2-169b-2662-d35d-6e06ddcca09c.mp3
PPAT-Q 3	http://modernmuse.audioacrobat.com/download/430930b6-172f-0a03-c400-d196eb947142.mp3
PPAT-Q 4	http://modernmuse.audioacrobat.com/download/c38b6a79-b403-660f-a3a2-7ecc05012cd9.mp3
PPAT-Q 5	http://modernmuse.audioacrobat.com/download/41947d28-3f50-6da7-a143-1266ca28651b.mp3
PPAT-Q 6	http://modernmuse.audioacrobat.com/download/938280e1-d8cf-54e0-bb42-ee6eb3cc5f9a.mp3
PPAT-Q 7	http://modernmuse.audioacrobat.com/download/9c6fb1f0-fcae-1a5b-3483-ea108bec85f1.mp3
PPAT-Q 8	http://modernmuse.audioacrobat.com/download/2feccd4e-0763-9a4a-7af5-3cc3ac8f8ed7.mp3
PPAT-Q 9	http://modernmuse.audioacrobat.com/download/f50f43e2-312a-935d-ac64-ba9e68d52875.mp3
PPAT-Q 10	http://modernmuse.audioacrobat.com/download/962a4c87-9d5b-0f8b-0643-08e284b23e42.mp3
PPAT-Q 11	http://modernmuse.audioacrobat.com/download/05066c9b-14c9-def2-fb0f-f252554baa88.mp3
PPAT-Q 12	http://modernmuse.audioacrobat.com/download/ef9583a9-2299-d475-0a02-39a151740b3e.mp3
PPAT-Q 13	http://modernmuse.audioacrobat.com/download/258610cb-b5cf-f40f-b8bd-6d0527461ce7.mp3
PPAT-Q 14	http://modernmuse.audioacrobat.com/download/ac6f3419-e5ff-c7c8-a8e1-e36e61a74c6e.mp3
PPAT-Q 15	http://modernmuse.audioacrobat.com/download/9d07eabb-9923-da59-7a12-e82983dc4d8e.mp3
PPAT-Q 16	http://modernmuse.audioacrobat.com/download/5ed63901-6131-181b-8d18-8c26a9cfaf56.mp3
PPAT-Q 17	http://modernmuse.audioacrobat.com/download/7140c159-4f83-4ae7-30f6-8f524ba48783.mp3
PPAT-Q 18	http://modernmuse.audioacrobat.com/download/596ef0f2-6cc0-364a-a1c5-181eeeecdccb.mp3
PPAT-Q 19	http://modernmuse.audioacrobat.com/download/5880ce79-22b7-12e6-a7cb-55ac8d00980c.mp3
PPAT-Q 20	http://modernmuse.audioacrobat.com/download/005f4525-fa88-6140-747e-d3f986dbb9da.mp3
PPAT-Q 21	http://modernmuse.audioacrobat.com/download/afa4d9cb-6d99-6ff1-3991-97b5d3387e79.mp3
PPAT-Q 22	http://modernmuse.audioacrobat.com/download/b8bd7a4b-dc9b-554b-2d4f-ad59477779df.mp3
PPAT-Q 23	http://modernmuse.audioacrobat.com/download/a17044ea-97e3-2139-6585-8822e9d8983e.mp3
PPAT-Q 24	http://modernmuse.audioacrobat.com/download/31bd7e4a-acab-efc8-91bf-d330939cebc0.mp3
PPAT-Q 25	http://modernmuse.audioacrobat.com/download/235efe30-5cf5-0284-b6ae-ec95508351bb.mp3
PPAT-Q 26	http://modernmuse.audioacrobat.com/download/415ea337-c6a6-749f-4513-73deabe1d6eb.mp3
PPAT-Q 27	http://modernmuse.audioacrobat.com/download/ab5c9735-bba5-0c03-a80e-92db680d2dc2.mp3
PPAT-Q 28	http://modernmuse.audioacrobat.com/download/e93a6e07-a27e-1890-2e88-dd84271e468e.mp3
PPAT-Q 29	http://modernmuse.audioacrobat.com/download/25036a18-524b-7699-567a-e3a97e79019b.mp3
PPAT-Q 30	http://modernmuse.audioacrobat.com/download/79c6a22f-20de-c781-748f-32bd561f5fc3.mp3
PPAT-Q 31	http://modernmuse.audioacrobat.com/download/5b12f3f4-b792-90e6-dbdd-3d7c9aef674c.mp3
PPAT-Q 32	http://modernmuse.audioacrobat.com/download/8e3207a2-e51b-1062-c408-369b26d749c1.mp3
PPAT-Q 33	http://modernmuse.audioacrobat.com/download/03aa3110-993b-13d8-1e0d-b5e0d6a29565.mp3
PPAT-Q 34	http://modernmuse.audioacrobat.com/download/e7f70be3-a65a-43cd-2334-11dbcb88fdf6.mp3
PPAT-Q 35	http://modernmuse.audioacrobat.com/download/7504327f-7f7e-a055-cceb-dab619f18ea9.mp3
PPAT-Q 36	http://modernmuse.audioacrobat.com/download/ddc903c7-3de3-77fd-e14f-05d0aa5ecf98.mp3
PPAT-Q 37	http://modernmuse.audioacrobat.com/download/f6dbc562-22ad-1793-21d1-3915a061c251.mp3
PPAT-Q 38	http://modernmuse.audioacrobat.com/download/ba51ec8d-bac9-1ce0-91df-d3107c6127bd.mp3
PPAT-Q 39	http://modernmuse.audioacrobat.com/download/dcc7626e-467b-65f9-9d4e-5e61343a8fe4.mp3
PPAT-Q 40	http://modernmuse.audioacrobat.com/download/fe860dd5-93e0-68d9-f23a-f6fb889f31e8.mp3
PPAT-Q 41	http://modernmuse.audioacrobat.com/download/cb390c55-cc38-f0cc-33c7-9f70fc86e867.mp3
PPAT-Q 42	http://modernmuse.audioacrobat.com/download/1e28d86f-dec4-3687-1937-4118e0aeee61.mp3
PPAT-Q 43	http://modernmuse.audioacrobat.com/download/993099f5-7e7d-e8cc-0bae-8fcde67d7c98.mp3
PPAT-Q 44	http://modernmuse.audioacrobat.com/download/3622dcf1-2d08-0416-a4e2-1ddd1d78d714.mp3
PPAT-Q 45	http://modernmuse.audioacrobat.com/download/249e364d-40b5-64b2-772b-febc62e6bc5c.mp3
PPAT-Q 46	http://modernmuse.audioacrobat.com/download/a570fa3c-476d-d33b-c75f-42425b72da38.mp3
PPAT-Q 47	http://modernmuse.audioacrobat.com/download/e2ff0292-f858-5dd4-c530-0862d716a203.mp3
PPAT-Q 48	http://modernmuse.audioacrobat.com/download/19555eea-7990-2340-7c3c-277dec7851d7.mp3
PPAT-Q 49	http://modernmuse.audioacrobat.com/download/089455cb-bb51-b283-bbe5-1b2fc9b784b9.mp3
PPAT-Q 50	http://modernmuse.audioacrobat.com/download/245b4f15-71a3-9f12-7f62-39b9b69f794e.mp3
PPAT-Q 51	http://modernmuse.audioacrobat.com/download/ae175f11-871a-e48e-5c22-53342fc4855c.mp3
PPAT-Q 52	http://modernmuse.audioacrobat.com/download/ec26048c-23bc-9ae6-fad5-947e3227b89c.mp3
PPAT-Q 53	http://modernmuse.audioacrobat.com/download/a0cf63b3-e256-3c7a-55f4-6ec147488d7f.mp3
PPAT-Q 54	http://modernmuse.audioacrobat.com/download/6569752a-2fe2-eac5-0cc2-a59a00120ce7.mp3
PPAT-Q 55	http://modernmuse.audioacrobat.com/download/2dd020d9-8212-e534-7af4-b0c76e0a5dc7.mp3
PPAT-Q 56	http://modernmuse.audioacrobat.com/download/e353ccc9-8bf9-8bbe-1e97-099d1076983a.mp3
PPAT-Q 57	http://modernmuse.audioacrobat.com/download/971b8ca6-b53e-6972-e94b-0afb6275b6b5.mp3
PPAT-Q 58	http://modernmuse.audioacrobat.com/download/943f5772-d7de-aa45-3efd-3c478a3ced84.mp3
PPAT-Q 59	http://modernmuse.audioacrobat.com/download/a0924f81-f92a-3d38-d23e-0bd65ef8b4a8.mp3
PPAT-Q 60	http://modernmuse.audioacrobat.com/download/da723223-bcb5-90a4-7185-e1bd04c8b0b6.mp3
PPAT-Q 61	http://modernmuse.audioacrobat.com/download/d7e0a757-23e5-4118-5e6c-787474cb8974.mp3
PPAT-Q 62	http://modernmuse.audioacrobat.com/download/666a7515-f85b-f7f4-8757-1efc3def6d57.mp3
PPAT-Q 63	http://modernmuse.audioacrobat.com/download/31a19569-8f33-4e6a-9437-76bd6d17d664.mp3
PPAT-Q 64	http://modernmuse.audioacrobat.com/download/6c5ce003-c126-d94f-d38a-2d834c9625e2.mp3
PPAT-Q 65	http://modernmuse.audioacrobat.com/download/cb52a8e7-da6d-fc7c-779c-eb5d8bb68d61.mp3
PPAT-Q 66	http://modernmuse.audioacrobat.com/download/6f9163f9-ca8f-d6bd-7a64-190e55fd0fde.mp3
PPAT-Q 67	http://modernmuse.audioacrobat.com/download/d3cebfe0-32f9-fab6-ec66-50a9ecd98b25.mp3
PPAT-Q 68	http://modernmuse.audioacrobat.com/download/f6277efc-9036-6f51-0506-227acf1d4cf9.mp3
PPAT-Q 69	http://modernmuse.audioacrobat.com/download/c723605e-fa89-1604-a556-5742a515a043.mp3
PPAT-Q 70	http://modernmuse.audioacrobat.com/download/006893b0-9ee6-8c60-cd7d-59efcb08b5f1.mp3
PPAT-Q 71	http://modernmuse.audioacrobat.com/download/96f16743-541b-2df4-dc63-17f5d20ad4fa.mp3
PPAT-Q 72	http://modernmuse.audioacrobat.com/download/23069afa-bde3-427e-9990-bb44a89eadff.mp3
PPAT-Q 73	http://modernmuse.audioacrobat.com/download/45819dcf-c23e-1611-ba23-b2a7c5399ae7.mp3
PPAT-Q 74	http://modernmuse.audioacrobat.com/download/852ce635-afc7-8cd7-630f-ed4b13061005.mp3
PPAT-Q 75	http://modernmuse.audioacrobat.com/download/c6f90606-7be5-18cf-7339-70c002059d61.mp3
PPAT-Q 76	http://modernmuse.audioacrobat.com/download/67c5333e-4b15-a0e0-8424-d97ec275aa6c.mp3
PPAT-Q 77	http://modernmuse.audioacrobat.com/download/94c0e73c-7af2-168d-8d58-2e6dd8dce180.mp3
PPAT-Q 78	http://modernmuse.audioacrobat.com/download/4d5c71af-3f29-b28e-7312-521a8457641d.mp3
PPAT-Q 79	http://modernmuse.audioacrobat.com/download/b423f10b-e75b-22fb-95dc-16a49c3309b8.mp3
PPAT-Q 80	http://modernmuse.audioacrobat.com/download/80216ff3-8bdb-5aec-8e66-a19ee92ce78a.mp3
PPAT-Q 81	http://modernmuse.audioacrobat.com/download/86d3e496-3928-242f-9294-4275255c9fbc.mp3
PPAT-Q 82	http://modernmuse.audioacrobat.com/download/2be724d6-0a59-2306-1490-7712cc539903.mp3
PPAT-Q 83	http://modernmuse.audioacrobat.com/download/0c815507-8892-deba-33f6-dfbf99d17b57.mp3
PPAT-Q 84	http://modernmuse.audioacrobat.com/download/372f82cb-e45a-470d-d809-f32905c3d2bb.mp3
PPAT-Q 85	http://modernmuse.audioacrobat.com/download/6fd722c7-4ce1-d7ca-9311-57c531e58dd1.mp3
PPAT-Q 86	http://modernmuse.audioacrobat.com/download/419e5400-a0c9-7f81-3c19-b7b845b3d9d6.mp3
PPAT-Q 87	http://modernmuse.audioacrobat.com/download/20a903c2-e5e3-8ae7-f90a-465c6ce837f9.mp3
PPAT-Q 88	http://modernmuse.audioacrobat.com/download/400157ec-5d16-56d7-6b1f-aa500400662f.mp3
PPAT-Q 89	http://modernmuse.audioacrobat.com/download/b7c0c55d-6b2e-20a5-1eb7-a8031f316218.mp3
PPAT-Q 90	http://modernmuse.audioacrobat.com/download/f1cdaad1-60ef-f9b4-bd54-be7deb6fae68.mp3
PPAT-Q 91	http://modernmuse.audioacrobat.com/download/1340518b-842a-c18a-1da7-755d6c89fae2.mp3
PPAT-Q 92	http://modernmuse.audioacrobat.com/download/056ca143-5b9c-1c15-dc8a-1495b146d75f.mp3
PPAT-Q 93	http://modernmuse.audioacrobat.com/download/9d8f9698-8987-3556-c2da-f182c02c4edb.mp3
PPAT-Q 94	http://modernmuse.audioacrobat.com/download/ecaf53e5-11ae-9d7c-65e7-f0eb7e0378db.mp3
PPAT-Q 95	http://modernmuse.audioacrobat.com/download/ed5c26b4-db05-0a22-3777-429b038dc881.mp3
PPAT-Q 96	http://modernmuse.audioacrobat.com/download/0ef04867-96fc-5f01-569c-229d13c0b4ab.mp3
PPAT-Q 97	http://modernmuse.audioacrobat.com/download/90858955-ed68-d72e-8985-936daf7cb1d7.mp3
PPAT-Q 98	http://modernmuse.audioacrobat.com/download/d196c12a-93ec-7280-3511-4d38e9087a89.mp3
PPAT-Q 99	http://modernmuse.audioacrobat.com/download/d6b70cc0-cc20-ffae-5d6e-0efa5a017fd0.mp3
PPAT-Q 100	http://modernmuse.audioacrobat.com/download/92be766a-90b9-f330-fb67-9b863bb8458e.mp3
PPAT-Q 101	http://modernmuse.audioacrobat.com/download/a9e71f98-b884-5f93-3f04-49d9979dd799.mp3
